20,28,32,36,58,59
18,21,40,49,51,60
9,11,20,29,41,57
22,23,26,32,38,44
2,21,23,27,40,57
3,11,36,42,50,60
2,3,22,25,32,36
2,19,23,47,50,60
4,9,38,41,47,48
16,25,27,31,47,53
8,13,15,32,42,55
10,13,35,41,54,58
7,17,25,31,44,60
6,10,31,34,35,48
14,16,24,33,46,49
22,28,32,38,46,51
7,22,28,38,42,44
11,22,37,39,40,60
4,11,17,19,46,52
4,11,29,33,38,44
29,31,46,54,55,56
20,22,25,27,45,57
1,25,26,28,38,53
1,9,21,29,47,52
5,6,17,21,23,29
11,12,25,29,30,42
4,8,10,14,41,50
2,6,9,20,27,52
24,29,31,45,46,53
3,21,29,45,52,53
12,34,35,37,40,46
9,38,43,45,53,54
6,15,35,36,52,53
1,3,24,33,41,42
13,25,32,47,54,58
20,21,40,51,57,58
7,15,18,23,26,30
2,6,8,11,34,54
18,20,32,34,44,59
5,7,33,45,53,58
11,23,29,34,45,50
16,20,38,42,48,56
23,32,35,37,41,51
4,19,31,40,43,51
4,9,33,44,52,59
2,10,11,42,45,49
9,37,40,45,49,60
2,9,26,40,43,55
3,4,18,40,42,52
3,5,12,18,32,43
5,8,19,30,42,54
10,15,27,39,58,59
7,11,17,18,34,58
2,7,34,36,48,60
13,26,28,43,44,48
13,16,19,46,47,52
8,12,16,18,51,53
10,12,13,26,30,53
6,10,17,23,31,56
23,26,28,44,46,58
2,5,19,40,52,60
4,6,29,30,34,58
14,20,27,51,53,59
16,17,26,32,45,50
3,19,47,53,58,59
10,34,42,55,57,60
7,15,19,34,43,56
3,4,10,16,27,37
15,23,28,31,34,44
13,16,24,32,33,60
11,16,19,46,50,53
2,5,22,30,33,34
11,17,18,20,24,60
4,5,6,49,57,59
16,20,26,34,56,57
4,7,27,41,43,47
12,20,28,34,51,54
2,4,17,18,27,46
9,10,22,31,49,60
17,35,40,49,53,59
3,8,14,28,33,52
13,28,36,50,53,54
5,25,29,44,47,48
2,11,13,25,44,56
8,12,35,38,49,51
6,11,31,44,53,57
18,33,39,42,47,49
11,30,45,52,53,56
1,7,8,16,17,60
4,11,23,29,34,47
16,19,28,52,54,56
1,2,24,37,52,60
6,11,14,39,56,58
12,13,15,29,40,47
14,21,38,41,48,55
6,12,21,26,36,45
2,10,14,31,52,59
7,10,14,23,28,45
19,27,34,37,47,50
2,10,32,35,36,44
3,5,12,20,46,54
2,10,33,34,39,48
8,17,19,28,36,48
9,27,32,33,37,50
7,21,28,30,39,55
21,29,35,37,39,55
11,15,42,49,52,59
16,34,35,37,47,55
4,20,39,42,52,53
19,31,34,36,40,43
5,25,26,46,50,56
1,12,14,21,27,58
1,7,9,30,38,44
12,31,43,45,49,53
9,12,13,32,37,39
4,9,27,30,43,49
10,29,32,40,42,46
4,5,7,39,46,47
11,24,39,51,54,58
1,10,14,21,22,33
1,14,19,36,43,57
10,16,24,36,53,55
1,18,33,43,58,60
4,14,21,38,39,45
29,33,34,46,49,57
6,12,20,34,46,54
5,11,25,28,51,55
16,18,21,31,35,51
4,7,10,25,33,57
2,26,27,38,41,52
7,11,15,19,26,35
2,4,13,14,16,57
2,7,13,15,23,42
7,9,13,44,49,59
4,10,11,20,21,27
10,14,28,47,50,60
21,29,31,32,57,58
1,11,19,40,47,50
3,21,23,38,53,57
24,28,42,49,51,58
8,14,19,25,39,44
3,13,35,51,52,60
7,15,20,37,44,57
11,12,19,20,33,47
4,12,14,22,41,46
6,11,14,29,39,49
1,2,14,18,28,47
6,23,38,41,49,59
4,7,40,47,53,56
8,10,36,46,48,56
12,30,37,48,50,59
5,7,10,13,16,52
5,6,19,37,48,51
22,23,27,39,43,52
13,23,24,46,50,57
4,6,10,11,32,56
10,17,21,53,56,59
14,25,34,35,38,40
24,31,34,41,45,59
3,24,38,40,51,55
8,12,30,31,37,39
9,15,19,35,40,44
1,8,18,31,52,53
13,16,31,36,49,56
1,6,30,41,54,59
10,19,26,35,45,52
5,25,26,37,44,54
7,11,18,27,50,53
14,23,34,42,45,59
10,13,26,32,44,45
21,24,25,29,43,58
7,14,21,27,39,52
8,19,22,36,44,59
4,11,33,37,45,53
7,23,25,27,40,44
19,23,24,34,37,43
7,11,37,49,51,57
17,19,31,39,42,51
7,9,10,24,41,44
14,25,29,36,39,57
4,11,18,45,50,54
16,17,19,31,34,43
13,24,28,33,39,43
5,7,22,36,44,49
25,32,33,42,46,57
12,26,33,44,54,57
3,15,27,47,55,58
12,14,23,39,50,54
12,16,31,45,51,53
12,27,40,42,46,55
2,6,24,25,45,50
7,13,33,43,48,59
2,20,27,29,31,59
7,27,34,41,46,56
4,6,25,51,56,60
4,7,18,36,52,53
16,19,34,39,54,57
22,26,33,36,41,60
2,25,45,47,48,52
8,14,16,37,38,43
1,14,30,39,45,57
1,13,16,20,34,41
12,18,23,41,43,51
7,15,23,39,46,51
3,21,27,30,55,58
1,4,6,27,35,60
7,16,42,44,45,56
5,29,30,34,40,44
5,26,30,39,49,52
5,21,31,40,43,48
13,33,39,41,44,56
2,5,22,25,38,46
22,24,32,37,43,49
4,19,23,33,47,49
2,23,37,39,50,55
6,11,18,48,49,59
15,16,19,44,50,52
4,17,50,51,56,57
3,23,25,31,42,44
17,18,28,46,51,55
5,12,15,35,39,57
2,3,17,30,39,58
16,26,28,41,48,52
35,38,39,51,53,57
3,11,20,21,25,50
4,32,38,45,52,59
10,23,25,38,43,52
25,34,40,43,51,60
3,9,11,23,42,53
8,24,27,31,33,49
5,19,23,24,29,38
4,5,14,43,52,53
9,21,23,33,42,43
33,37,38,39,52,57
6,11,13,22,30,43
11,39,45,48,56,59
19,26,33,34,37,41
4,13,18,33,57,60
4,12,16,35,53,54
6,14,15,25,59,60
3,10,37,40,46,49
7,30,45,46,53,55
7,18,28,30,43,44
5,7,13,16,21,40
2,12,14,43,46,58
7,12,13,19,40,54
7,40,42,54,56,60
6,21,28,30,31,32
4,10,12,32,38,50
4,9,12,17,28,50
3,4,26,40,48,56
1,2,40,44,48,50
10,24,29,31,49,57
5,6,7,37,53,59
10,25,30,32,43,44
19,27,29,47,49,51
11,20,28,30,37,38
20,25,26,29,44,56
7,26,27,30,35,37
4,23,34,38,47,52
1,19,29,37,38,44
17,18,19,25,43,52
6,17,18,20,41,42
10,13,20,27,30,60
4,18,29,31,39,44
1,2,19,21,28,57
7,13,19,28,38,41
7,9,20,33,50,56
14,22,23,27,32,42
5,22,24,28,38,58
12,13,16,18,29,43
1,4,14,22,53,60
7,9,19,24,40,60
5,16,35,37,46,58
15,22,36,39,50,51
10,16,41,51,57,58
7,10,16,27,29,31
3,17,34,35,37,54
19,26,28,33,36,54
1,26,31,35,38,40
1,8,10,23,42,55
3,8,37,41,48,51
4,13,20,40,58,59
43,44,48,52,55,56
23,30,35,41,43,44
9,21,23,28,50,51
4,36,37,44,47,60
5,6,9,12,27,32
9,17,31,36,46,50
10,14,17,37,44,48
4,22,26,38,54,57
26,40,41,44,48,54
9,14,16,34,46,57
6,12,24,40,52,60
2,12,13,20,46,48
7,32,39,44,49,53
5,6,12,23,38,50
6,10,20,31,33,50
4,6,8,41,53,54
3,10,13,44,47,49
5,13,29,37,56,59
2,12,16,44,46,54
13,27,36,48,53,57
8,11,35,43,58,59
22,26,27,41,47,56
35,37,47,49,56,57
5,31,33,48,56,59
26,32,45,51,54,56
4,13,20,22,33,45
13,21,39,46,50,56
15,17,31,37,57,58
2,17,26,44,47,59
12,24,48,49,52,55
2,32,46,47,59,60
16,26,27,29,35,51
12,17,25,26,54,60
8,20,43,55,59,60
5,11,24,29,41,46
2,7,21,22,30,55
13,17,28,51,53,57
13,19,40,46,50,54
4,10,40,43,44,53
6,19,21,25,36,48
3,4,9,16,30,60
6,12,24,25,39,53
2,11,23,35,48,54
14,17,30,39,48,53
6,21,31,37,44,49
22,28,41,42,48,49
10,40,45,50,53,54
2,14,37,45,56,60
10,11,17,20,47,51
10,25,32,52,54,58
12,17,18,26,30,39
6,27,29,32,48,52
5,13,20,25,30,40
4,16,19,34,39,53
2,23,24,38,46,50
8,13,41,42,47,49
8,13,35,37,38,44
3,16,24,49,55,57
7,31,36,42,45,49
15,24,29,35,36,59
11,17,29,41,48,59
10,14,19,23,34,52
1,5,8,11,39,42
15,24,28,51,57,60
6,10,38,46,50,59
11,32,44,48,54,60
9,18,19,20,43,54
1,23,38,49,56,60
1,4,12,44,49,54
15,20,23,27,40,45
10,27,34,40,53,54
36,42,44,48,51,55
1,7,12,19,41,45
8,19,24,30,48,53
14,18,27,40,51,56
9,14,21,46,56,58
4,18,19,25,36,39
12,29,33,42,51,52
6,12,37,39,43,48
6,8,14,22,50,60
14,15,17,18,50,56
8,28,33,34,37,49
14,23,27,32,53,59
6,10,27,29,43,59
1,19,20,29,37,45
7,16,32,55,56,58
3,20,28,37,44,47
4,11,20,26,28,55
4,13,26,44,45,54
19,28,34,37,38,49
15,19,27,30,41,45
11,34,44,53,54,58
4,6,20,24,31,34
9,18,40,45,46,60
9,18,19,23,37,56
11,13,14,19,39,46
4,13,23,26,30,45
20,23,25,29,42,44
1,3,17,31,47,56
1,10,14,34,36,53
2,5,10,20,31,53
4,7,24,30,31,60
7,18,42,48,53,60
13,20,21,31,40,57
10,25,29,35,45,57
11,12,36,44,50,60
1,11,18,43,54,56
3,5,17,31,38,46
9,14,27,28,44,56
6,10,29,37,44,59
5,24,31,43,45,48
1,28,29,37,38,53
7,8,12,20,41,43
10,24,53,54,57,58
21,23,27,38,51,57
5,12,37,38,46,56
11,15,20,36,38,55
2,6,19,20,28,60
8,17,37,38,40,54
17,28,41,45,54,60
7,10,13,20,26,37
19,20,38,44,50,53
7,19,28,35,42,50
13,21,23,25,48,51
11,21,23,27,49,54
2,4,6,8,17,30
3,10,13,19,35,53
3,7,44,49,53,58
10,15,33,36,45,51
4,5,9,19,28,37
2,5,6,21,31,48
1,4,37,41,50,52
17,20,29,34,42,53
7,21,26,31,46,52
9,11,17,22,39,43
5,21,34,40,46,58
18,40,41,42,46,55
11,17,27,37,38,60
4,7,24,33,34,52
8,12,16,38,51,56
11,27,37,42,43,52
4,19,35,50,51,59
11,17,43,52,55,60
4,13,15,25,26,41
13,16,24,26,27,52
1,7,9,15,22,52
10,21,22,31,43,53
5,26,29,35,54,57
9,12,23,40,42,48
5,26,33,39,45,53
6,8,13,25,35,43
12,21,23,39,58,60
3,6,7,28,29,30
5,21,23,29,49,55
7,11,24,31,43,50
11,19,27,37,41,45
15,25,34,42,44,52
23,38,52,53,55,59
3,7,17,18,28,37
26,36,40,47,49,52
10,15,19,21,48,53
7,10,24,31,39,55
16,18,19,22,32,53
12,29,36,46,47,54
4,6,38,50,57,60
9,12,20,22,41,59
6,21,33,38,53,58
6,8,29,38,42,60
13,20,22,31,42,55
6,17,30,34,40,42
6,7,18,22,32,53
3,9,23,29,49,50
2,19,23,25,36,46
4,8,11,21,22,49
10,14,20,26,34,47
1,4,5,20,43,58
1,14,23,30,49,58
9,13,18,21,24,47
5,6,7,10,14,53
19,21,24,44,50,56
21,27,33,34,49,51
7,10,30,31,34,35
32,36,41,43,53,54
22,32,35,40,45,50
14,15,20,35,49,58
14,19,38,40,50,54
21,22,27,30,35,43
3,25,34,37,46,49
10,17,36,42,45,52
11,13,30,31,38,48
19,33,42,46,56,57
15,17,24,39,54,55
2,4,17,23,26,49
3,7,27,36,52,53
2,8,26,41,47,53
10,22,31,34,43,47
13,23,33,35,46,57
9,21,38,40,46,53
11,13,14,38,58,60
9,15,21,40,45,57
25,31,40,42,49,54
2,14,18,20,42,44
16,24,26,32,52,56
12,18,32,38,45,60
2,10,15,17,46,54
24,34,36,48,50,57
1,2,21,32,40,53
10,34,35,39,43,46
1,11,20,41,47,57
7,32,40,47,51,56
5,15,33,36,41,46
16,26,39,45,49,53
2,12,28,41,47,58
7,14,18,26,49,52
4,24,25,27,48,59
31,34,37,50,54,59
9,16,19,26,49,50
14,24,30,37,48,54
5,12,36,46,47,59
4,19,24,30,35,44
11,15,39,41,52,56
1,28,29,37,55,59
1,24,30,34,36,48
11,12,29,45,47,49
3,13,19,30,35,37
7,29,36,38,57,59
4,6,15,30,36,57
9,10,30,39,51,55
6,16,26,48,51,53
10,13,14,31,42,55
7,12,13,18,38,54
2,9,14,15,34,51
2,16,20,30,34,51
8,11,41,55,57,60
1,10,12,15,39,53
13,17,28,33,39,45
22,44,45,49,50,59
8,23,28,43,48,54
6,15,21,25,42,50
5,6,8,17,32,44
3,4,28,47,53,57
11,13,17,21,32,37
2,7,21,22,33,48
11,22,24,44,49,59
13,17,20,46,48,58
16,26,27,29,44,54
2,12,21,40,46,56
5,10,24,29,32,45
5,7,8,15,22,25
3,8,10,19,22,59
2,3,22,34,40,51
10,14,15,32,33,50
1,4,18,29,35,46
8,22,27,29,58,59
9,34,36,37,40,60
3,10,31,43,50,56
6,23,25,26,39,58
7,14,20,37,53,56
8,15,19,23,55,60
14,16,26,35,46,50
4,30,31,40,41,46
8,18,25,29,40,51
5,12,13,15,33,35
11,24,34,38,53,57
24,35,37,42,52,58
3,23,37,42,44,59
3,14,19,23,25,50
15,16,24,26,29,37
12,19,20,37,45,47
15,42,43,46,51,58
1,4,5,25,44,45
8,38,40,46,47,56
21,23,40,43,55,59
16,23,27,28,44,59
10,17,41,42,51,58
6,21,34,38,48,51
10,29,48,49,54,55
4,12,26,34,44,51
6,11,25,31,37,46
1,13,33,36,53,57
3,33,40,41,42,49
4,9,16,41,54,59
2,16,28,33,41,51
16,28,31,36,41,50
4,34,37,39,43,44
35,40,41,42,44,57
1,11,12,23,35,58
8,10,35,38,46,60
2,21,22,23,36,42
1,4,34,46,49,52
18,26,27,31,44,51
3,15,18,30,50,58
15,24,27,32,51,53
2,9,21,26,28,29
20,25,27,42,51,57
4,10,27,28,40,53
14,35,38,49,54,57
6,16,18,27,35,40
14,27,28,36,40,44
10,17,28,40,50,53
2,10,15,22,45,59
10,11,36,41,46,56
2,9,26,41,49,57
29,30,32,42,51,54
12,16,21,29,50,58
9,10,14,17,23,60
5,16,40,43,48,55
9,14,21,24,29,38
1,30,40,44,54,57
25,32,36,43,52,55
2,11,17,44,51,53
23,28,32,35,38,41
6,10,30,35,36,46
4,6,12,22,39,55
7,18,25,43,47,48
9,10,14,22,35,44
3,13,16,36,45,57
12,37,41,49,52,59
9,12,14,43,52,57
14,24,38,41,43,46
9,26,27,34,44,46
9,18,36,52,53,58
1,28,37,42,52,58
